text,type,freq,current_candidate,surface_form,in_predictions,context
ceftriaxone 1g,THUỐC,1,,Ceftriaxone 1g,1,"Chẩn đoán hình ảnh (Ngày 03/07/2026) Chụp CT Bụng - Tiểu khung (64–128 dãy, có thuốc cản quang, không in phim):Kết quả: Hình ảnh dày thành một số quai ruột non.2. Y lệnh Điều trị Ceftriaxone 1g :Liều dùng: 2 lọ / ngày.Đường dùng: Truyền tĩnh mạch (sáng), tốc độ 30 giọt/phút."
cephalexin,THUỐC,1,2231,cephalexin,1,- được cho về vớ đơn thuốci levafloxacin và cephalexin - tái khám với triệu chứng xuất hiện ban đỏ lan rộng kèm theo chóng mặt - được chuyển đến Khoa Cấp cứu
coumadin 3.0 mg,THUỐC,1,855318,coumadin 3.0 mg,1,- ghép thận thất bại Thuốc trước khi nhập viện: coumadin 3.0 mg /ngày 2.
dilaudid,THUỐC,1,224913,dilaudid,1,3. Đánh giá tại bệnh viện Các thủ thuật đã thực hiện - Nhận 2 sl ntg - Nhận asa - Nhận 80mg lasix iv - Nhận 8mg morphine - Nhận 1mg dilaudid - Được cho po metoprolol - Được cho 10mg iv diltiazem Các phát hiện chẩn đoán khác - Với ntg khó thở cải thiện nhưng đau ngực vẫn còn - Với ntg khó thở cải thiện nhưng đau ngực vẫn còn - nhịp tim cải thiện thành
diltiazem,THUỐC,1,3443,diltiazem,1,3. Đánh giá tại bệnh viện Các thủ thuật đã thực hiện - Nhận 2 sl ntg - Nhận asa - Nhận 80mg lasix iv - Nhận 8mg morphine - Nhận 1mg dilaudid - Được cho po metoprolol - Được cho 10mg iv diltiazem Các phát hiện chẩn đoán khác - Với ntg khó thở cải thiện nhưng đau ngực vẫn còn - Với ntg khó thở cải thiện nhưng đau ngực vẫn còn - nhịp tim cải thiện thành
eliquis,THUỐC,1,1364430,eliquis,1,Thuốc trước khi nhập viện: đang dùng eliquis (cho rung nhĩ) 2. Tiền sử bệnh hiện tại Lý do nhập viện: sốt và đau bụng
enterogermina,THUỐC,1,2600050,Enterogermina,1,"tiêu hóa hỗ trợ ở độ tuổi của bé có thể dùng men Bacillus clausii 2 tỷ bào tử/5ml/ ống uống 1-2 ống/ ngày (biệt dược là Enterogermina, Biogermin). - Liều gleevec đã ngừng cách nhập viện 5 ngày - allopurinol đã ngừng cách nhập viện 5 ngày Tình"
furosemid 40 mg,THUỐC,1,315971,Furosemid 40 mg,1,Tiền sử bệnh hiện tại Lý do nhập viện: FNA của một nốt sần tuyến giáp phải có cấu trúc vi nang Triệu chứng hiện tại: đau vùng hạ sườn phải
glucose 5%,THUỐC,1,,Glucose 5%,1,"Glucose 5% x 1000ml truyền tĩnh mạch L giọt/phút, dùng đến khi nước tiểu 1500ml/ngày, nước tiểu trong Philpovin 5g x 2 ống, pha vào **********, truyền tĩnh mạch L giọt/phút, dùng đến khi ALT, AST trở về bình thường Fortex 25mg x 4 viên, sáng 2 viên, chiều 2v sau ăn, dùng đến khi ALT, AST trở về bình thường"
implanon,THUỐC,1,,Implanon,1,"- Chi phí cho một lần cấy que là bao nhiêu? - Với phương pháp cấy Implanon, thời gian ngừa là 3 năm, sau 3 năm tôi phải thực hiện lấy que cũ ra và cấy que mới vào nếu vẫn muốn tiếp tục ngừa thai hay như thế nào? - Sau khi cấy que, có những tác dụng phụ nào đáng kể cần lưu ý?"
ipratropium 1 lần,THUỐC,1,7213,Ipratropium 1 lần,1,"- Ceftriaxone 1 gram dùng 1 liều - Uống Tylenol 1 gram, 1 liều duy nhất. - cấy máu 2 mẫu và cấy nước tiểu đã được gửi."
lasix,THUỐC,1,202991,lasix,1,Cháu cảm ơn các bác sĩ ạ. - mệt mỏi và weak - Thường xuyên ngủ quên hoặc có thể ngất xỉu - giảm khả năng quan hệ tình dục với bạn tình - Đau buốt khi đi tiểu - chán ăn - nôn từng đợt sau khi ăn Đặc điểm triệu chứng - đau ngực: - xảy ra khoảng trước khi nhập viện khi bệnh nhân đang nằm - nhói - bên trái - lan xuống cánh tay trái - kèm theo tê bì ở cánh tay trái trên và đau ở cánh tay trái dưới và b
lasix iv,THUỐC,1,202991,lasix iv,1,3. Đánh giá tại bệnh viện Các thủ thuật đã thực hiện - Nhận 2 sl ntg - Nhận asa - Nhận 80mg lasix iv - Nhận 8mg morphine - Nhận 1mg dilaudid - Được cho po metoprolol - Được cho 10mg iv diltiazem Các phát hiện chẩn đoán khác - Với ntg khó thở cải thiện nhưng đau ngực vẫn còn - Với ntg khó thở cải thiện nhưng đau ngực vẫn còn - nhịp tim cải thiện thành
levafloxacin,THUỐC,1,82122,levafloxacin,1,- được cho về vớ đơn thuốci levafloxacin và cephalexin - tái khám với triệu chứng xuất hiện ban đỏ lan rộng kèm theo chóng mặt - được chuyển đến Khoa Cấp cứu
levofloxacin 750mg iv,THUỐC,1,,levofloxacin 750mg iv,1,"- được cho vancomycin 1 gram - được cho levofloxacin 750mg iv Số lượng vi rút dại xâm nhập vào Tình trạng miễn dịch của bệnh nhân Vùng bị cắn - vết thương ở đầu và cổ, cũng như những vết thương ở các khu vực đầu mút thần kinh như ngón tay, thường có thời gian ủ bệnh ngắn hơn do khoảng cách gần hơn cho vi rút xâm nhập vào mô thần kinh. Trường hợp của bạn nên đi đến các trung tâm tiêm chủng g"
lorazepam,THUỐC,1,6470,lorazepam,1,- compazine và alevenhưng vẫn còn đau - Uống morphineoral và lorazepam đỡ đau (có thể ngủ 3.
medrol 16mg x 3 viên,THUỐC,1,,Medrol 16mg x 3 viên,1,"3. Furosemid 40 mg x 1 viên, uống sáng. 2."
methadone,THUỐC,1,6813,methadone,1,Các bệnh mãn tính: Không có tiền sử bệnh tim mạch hoặc thận bệnh nào được biết đến Thuốc trước khi nhập viện lần này: đang dùng methadone 2.
metoclopramide,THUỐC,1,6915,metoclopramide,1,"- Được chuyển đến Khoa Cấp cứu để khám và điều trị tiếp Theo thông tin hướng dẫn sử dụng của sản phẩm *******, phụ nữ có thai chỉ được sử dụng khi có chỉ định của bác sĩ. Theo thông tin hướng dẫn sử của sản phẩm Pimperan, nhiều dữ liệu trên đối tượng phụ nữ có thai cho thấy metoclopramide không gây quái thai hoặc gây độc tính cho thai nhi nên có thể dùng trong thai kỳ nếu cần thiết, tuy nhiên nên "
nitralmyl lâu dài,THUỐC,1,,Nitralmyl lâu dài,1,Em muốn hỏi có phải run tay là phản ứng phụ của thuốc không và mẹ em nên làm gì để cải thiện tình trạng này. Ngoài ra việc sử dụng Nitralmyl lâu dài có gây ảnh hưởng xấu gì không ạ? Em xin cảm ơn Bác sĩ.
nitramyl,THUỐC,1,4917,Nitramyl,1,"Hiện nay có nhiều thuốc đã được chứng minh hiệu quả hơn và an toàn hơn, ít tác dụng phụ hơn Nitramyl. Vì vậy bạn có thể đưa Mẹ bạn đến khám 1 bác sĩ chuyên khoa tim mạch để chỉ định thuốc phù hợp. Cám ơn bạn đã tham gia chương trình."
"nitramyl 2,5 mg/viên",THUỐC,1,,"Nitramyl 2,5 mg/viên",1,"Chờ đến sau 4 tháng nếu không đỡ hiện tượng run tay thì nên đi khám bác sĩ nội thần kinh để xác định nguyên nhân. Đối với thuốc Nitramyl 2,5 mg/viên (nitroglycerin) thì tác dụng chủ yếu của thuốc là làm giãn mạch vành, gây tăng tưới máu cho cơ tim, dùng để ngừa cơn đau thắt ngực trong bệnh mạch vành."
nitroglycerin,THUỐC,1,4917,nitroglycerin,1,"Đau thắt ngực (triệu chứng điển hình) Vị trí: sau xương ức Tính chất: đè nặng, bóp nghẹt, thắt chặt Lan: vai trái – cánh tay trái – cổ – hàm dưới Thời gian: vài phút Giảm khi nghỉ hoặc dùng nitroglycerin Các thể lâm sàng Đau thắt ngực ổn định"
nitroglycerin),THUỐC,1,,nitroglycerin),1,"Chờ đến sau 4 tháng nếu không đỡ hiện tượng run tay thì nên đi khám bác sĩ nội thần kinh để xác định nguyên nhân. Đối với thuốc Nitramyl 2,5 mg/viên (nitroglycerin) thì tác dụng chủ yếu của thuốc là làm giãn mạch vành, gây tăng tưới máu cho cơ tim, dùng để ngừa cơn đau thắt ngực trong bệnh mạch vành."
omez 20mg x 1 viên,THUỐC,1,,Omez 20mg x 1 viên,1,Tiền sử bệnh hiện tại Lý do nhập viện: FNA của một nốt sần tuyến giáp phải có cấu trúc vi nang Triệu chứng hiện tại: đau vùng hạ sườn phải
paracetamol,THUỐC,1,,paracetamol,1,"Hội chứng nhiễm trùng nhiễm độc: Khởi phát từ từ sốt nhẹ (37^∘ 8), sốt nóng liên tục có gai rét, không có cơn rét run, dùng 1 viên paracetamol viên sủi, không thấy đỡ, sau 3 ngày bệnh nhân hết sốt thì xuất hiện vàng da, vàng niêm mạc. Kèm theo sốt bn mệt mỏi nhiều chỉ muốn nằm nghỉ."
pimperan,THUỐC,1,6915,Pimperan,1,"- Được chuyển đến Khoa Cấp cứu để khám và điều trị tiếp Theo thông tin hướng dẫn sử dụng của sản phẩm *******, phụ nữ có thai chỉ được sử dụng khi có chỉ định của bác sĩ. Theo thông tin hướng dẫn sử của sản phẩm Pimperan, nhiều dữ liệu trên đối tượng phụ nữ có thai cho thấy metoclopramide không gây quái thai hoặc gây độc tính cho thai nhi nên có thể dùng trong thai kỳ nếu cần thiết, tuy nhiên nên "
rosuvastatin (crestor),THUỐC,1,301542,Rosuvastatin (Crestor),1,Isosorbide: đã hết thuốc khoảng 3 tuần trước nhập viện. Rosuvastatin (Crestor): đã hết thuốc khoảng 3 tuần trước nhập viện. Carvedilol: đã hết thuốc khoảng 3 tuần trước nhập viện.
rosuvastatin (crestor):,THUỐC,1,,Rosuvastatin (Crestor):,1,Isosorbide: đã hết thuốc khoảng 3 tuần trước nhập viện. Rosuvastatin (Crestor): đã hết thuốc khoảng 3 tuần trước nhập viện. Carvedilol: đã hết thuốc khoảng 3 tuần trước nhập viện.
seroquel,THUỐC,1,83553,seroquel,1,"- hội chứng nghiện rượu Thuốc trước khi nhập viện lần này: seroquel (ngụ ý, vì bệnh nhân cho rằng lú lẫn, chóng mặt, khó nhìn gần có thể liên quan đến thuốc) Các yếu tố nguy cơ liên quan: hội chứng nghiện rượu"
tretinoin,THUỐC,1,,Tretinoin,1,"Trứng cá bắt nguồn từ bốn yếu tố chính: - Tăng sản tuyến bã nhờn - Sừng hóa nang lông bất thường - Vi khuẩn C. acne - Viêm tại chỗ 3.Điều trị - Nhân mụn: Tretinoin tại chỗ - Trứng cá viêm nhẹ: ******** tại chỗ đơn độc hoặc phối hợp với kháng sinh tại chỗ, ****************, hoặc cả hai Lý do nhập viện: đau ngực trái cấp tính và đau sau xương ức lan ra sau lưng"
trimetazidine,THUỐC,1,10826,trimetazidine,1,"Như vậy Mẹ của bạn đã bắt đầu bị run tay, đó có thể do tác dụng phụ của thuốc. Nhưng theo nhiều nghiên cứu thì tác dụng phụ của thuốc trimetazidine sẽ mất đi sau khi ngừng thuốc khoảng 4 tháng, bệnh nhân sẽ trở về bình thường. Như vậy, bạn cần theo dõi là Mẹ bạn đã ngừng thuốc được bao lâu rồi?"
tylenol 1 gram,THUỐC,1,430837,Tylenol 1 gram,1,"uốc và thủ thuật - Khí dung phối hợp Albuterol và Ipratropium 1 lần - Ceftriaxone 1 gram dùng 1 liều - Uống Tylenol 1 gram, 1 liều duy nhất. - cấy máu 2 mẫu và cấy nước tiểu đã được gửi."
vancomycin 1 gram,THUỐC,1,11124,vancomycin 1 gram,1,"- được cho bumetanide 2mg iv - được cho vancomycin 1 gram - được cho levofloxacin 750mg iv Số lượng vi rút dại xâm nhập vào Tình trạng miễn dịch của bệnh nhân Vùng bị cắn - vết thương ở đầu và cổ, cũng như những vết thương ở các khu vực đầu mút thần kinh như ngón tay, thường có thời gian ủ bệnh ngắn hơn do khoảng cách gần hơn cho vi rút xâm nhập vào mô thần kinh."
vastarel (trimetazidin),THUỐC,1,,Vastarel (trimetazidin),1,"Em xin cảm ơn Bác sĩ. Câu trả lời của bác sĩ: Chào bạn, kể từ tháng 6/2012 thuốcVastarel (trimetazidin) đã được cảnh báo ở Pháp, và sau đó là ở Châu Âu và trên toàn thế giới về việc lưu ý tác dụng bất lợi của thuốc này là lớn hơn lợi ích của thuốc: như làm nặng hơn hội chứng Parkinson, gây run tay chân, mất thăng bằng khi đi hoặc run rấy toàn thân. Chính vì vậy mà thuốc bị giới hạn chỉ định ""điều "
zestril 10mg x 1 viên,THUỐC,1,,Zestril 10mg x 1 viên,1,"riệu chứng hiện tại: đau vùng hạ sườn phải Các sự kiện trước khi nhập viện - siêu âm cho thấy sỏi mật 5. Zestril 10mg x 1 viên, uống sáng."
zosyn,THUỐC,1,203167,zosyn,1,Bệnh sử hiện tại Lý do nhập viện: sốt cao Cách ngày vào viện 2 tuần bệnh nhân đã vào viện vì hạ huyết áp và được chẩn đoán nhiễm trùng huyết điều trị bằng kháng sinh vancozosynbactrim điều trị bệnh viêm tuỷ xương. Sau đó dùng zosyn 8 ngày và dừng tất cả kháng sinh để điều trị viêm tủy xương mãn tính tại khoa Hồi sức tích cực. Ra viện và tái khám không sử dụng thuốc kháng sinh vì khám lâm sàng ổn
acetaminophen 500 mg,THUỐC,0,198440,acetaminophen 500 mg,0,
acetylcysteine,THUỐC,0,197,acetylcysteine,0,
advil,THUỐC,0,153010,advil,0,
albuterol 2 lần,THUỐC,0,435,albuterol 2 lần,0,
albuterol nebs q 4 h tại nhà,THUỐC,0,435,albuterol nebs q 4 h tại nhà,0,
alverin,THUỐC,0,17627,alverin,0,
alverin citrate,THUỐC,0,17627,alverin citrate,0,
alverin citrate 40 mg,THUỐC,0,17627,alverin citrate 40 mg,0,
alverine,THUỐC,0,17627,alverine,0,
amiodarone,THUỐC,0,703,amiodarone,0,
amlodipine,THUỐC,0,308135,amlodipine,0,
amoxicillin,THUỐC,0,723,amoxicillin,0,
amoxicillin / clavulanate,THUỐC,0,19711,amoxicillin / clavulanate,0,
amoxicillin clavulanate,THUỐC,0,19711,amoxicillin clavulanate,0,
aspirin 325 mg,THUỐC,0,212033,aspirin 325 mg,0,
aspirin 325 mg x 1,THUỐC,0,212033,aspirin 325 mg x 1,0,
aspirin 81 mg (asa 81),THUỐC,0,243670,aspirin 81 mg (asa 81),0,
ativan,THUỐC,0,202479,ativan,0,
atorvastatin,THUỐC,0,83367,atorvastatin,0,
atorvastatin 80 mg daily,THUỐC,0,259255,atorvastatin 80 mg daily,0,
azathioprine,THUỐC,0,1256,azathioprine,0,
bacillus clausii,THUỐC,0,2600050,bacillus clausii,0,
cefepime,THUỐC,0,20481,cefepime,0,
ceftazidime,THUỐC,0,2191,ceftazidime,0,
ceftriaxone,THUỐC,0,2193,ceftriaxone,0,
cellcept,THUỐC,0,225542,cellcept,0,
cipro,THUỐC,0,203563,cipro,0,
clonazepam,THUỐC,0,197527,clonazepam,0,
clopidogrel,THUỐC,0,32968,clopidogrel,0,
combivent nebs x 3 every 20 minutes,THUỐC,0,214199,combivent nebs x 3 every 20 minutes,0,
desmopressin,THUỐC,0,3247,desmopressin,0,
dilaudid 3 mg,THUỐC,0,897692,dilaudid 3 mg,0,
dobutamine,THUỐC,0,3616,dobutamine,0,
docusate sodium,THUỐC,0,1099279,docusate sodium,0,
ertapenem,THUỐC,0,325642,ertapenem,0,
flagyl,THUỐC,0,202866,flagyl,0,
furosemid,THUỐC,0,4603,furosemid,0,
furosemide 40 mg đường uống,THUỐC,0,313988,furosemide 40 mg đường uống,0,
gabapentin,THUỐC,0,25480,gabapentin,0,
guaifenesin,THUỐC,0,5032,guaifenesin,0,
heparin,THUỐC,0,5224,heparin,0,
hydrochlorothiazide,THUỐC,0,5487,hydrochlorothiazide,0,
ibuprofen,THUỐC,0,5640,ibuprofen,0,
ipratropium,THUỐC,0,7213,ipratropium,0,
iron,THUỐC,0,90176,iron,0,
ketorolac,THUỐC,0,35827,ketorolac,0,
lasix 40 mg daily,THUỐC,0,313988,lasix 40 mg daily,0,
laxis 20 mg,THUỐC,0,202991,laxis 20 mg,0,
levofloxacin,THUỐC,0,82122,levofloxacin,0,
levofloxacin 750 mg iv,THUỐC,0,311296,levofloxacin 750 mg iv,0,
levophed,THUỐC,0,203457,levophed,0,
lisinopril,THUỐC,0,29046,lisinopril,0,
lisinopril 2.5 mg daily,THUỐC,0,311353,lisinopril 2.5 mg daily,0,
losartan,THUỐC,0,52175,losartan,0,
lovenox,THUỐC,0,225036,lovenox,0,
metformin,THUỐC,0,6809,metformin,0,
methylprednisolone 125 mg iv,THUỐC,0,311659,methylprednisolone 125 mg iv,0,
metoprolol (reduced from 50 mg to 25 mg daily),THUỐC,0,866924,metoprolol (reduced from 50 mg to 25 mg daily),0,
